ISO 639-3 code	Script	Name	Language Family	Subset	Words	Documents	Disk size
xmf	Geor	Mingrelian	Kartvelian	xmf_Geor	998,252	3,254	4.14MB
lfn	Latn	Lingua Franca Nova	Artificial Language	lfn_Latn	2,045,230	5,308	4.06MB
kaa	Latn	Kara-Kalpak	Turkic	kaa_Latn	1,311,819	2,864	3.91MB
cor	Latn	Cornish	Indo-European	cor_Latn	1,861,347	3,463	3.88MB
loz	Latn	Lozi	Niger-Congo	loz_Latn	2,109,042	2,599	3.86MB
ext	Latn	Extremaduran	Indo-European	ext_Latn	1,587,609	3,873	3.83MB
kas	Latn	Kashmiri	Indo-European	kas_Latn	1,555,403	3,313	3.80MB
rop	Latn	Kriol	Creole	rop_Latn	2,303,674	3,049	3.79MB
smn	Latn	Inari Sami	Uralic	smn_Latn	1,096,400	3,248	3.74MB
frr	Latn	Northern Frisian	Indo-European	frr_Latn	1,388,028	5,445	3.69MB
nov	Latn	Novial	Artificial Language	nov_Latn	2,473,556	4,514	3.65MB
ksw	Mymr	S'gaw Karen	Sino-Tibetan	ksw_Mymr	596,637	2,263	3.60MB
kua	Latn	Kuanyama	Niger-Congo	kua_Latn	1,561,903	3,300	3.48MB
kng	Latn	Koongo	Niger-Congo	kng_Latn	2,237,555	1,830	3.47MB
bjn	Latn	Banjar	Austronesian	bjn_Latn	1,707,908	2,932	3.47MB
rup	Latn	Macedo-Romanian	Indo-European	rup_Latn	1,540,503	1,224	3.41MB
hwc	Latn	Hawai'i Creole English	Creole	hwc_Latn	1,942,276	2,715	3.39MB
tcy	Knda	Tulu	Dravidian	tcy_Knda	842,413	1,581	3.39MB
cop	Copt	Coptic	Afro-Asiatic	cop_Copt	1,097,440	1,559	3.38MB
bjn	Arab	Banjar	Austronesian	bjn_Arab	1,261,648	1,910	3.25MB
gag	Cyrl	Gagauz	Turkic	gag_Cyrl	932,283	537	3.21MB
gaa	Latn	Ga	Niger-Congo	gaa_Latn	1,746,447	2,610	3.18MB
gos	Latn	Gronings	Indo-European	gos_Latn	1,352,859	2,974	3.14MB
mos	Latn	Mossi	Niger-Congo	mos_Latn	1,824,683	1,747	3.10MB
qug	Latn	Chimborazo Highland Quichua	Quechuan	qug_Latn	1,172,655	1,167	3.09MB
ewe	Latn	Ewe	Niger-Congo	ewe_Latn	1,423,991	2,972	3.06MB
knc	Arab	Central Kanuri	Nilo-Saharan	knc_Arab	1,079,707	290	3.06MB
tzo	Latn	Tzotzil	Mayan	tzo_Latn	1,722,801	2,175	3.06MB
sma	Latn	Southern Sami	Uralic	sma_Latn	1,047,023	2,991	3.04MB
nhu	Latn	Noone	Niger-Congo	nhu_Latn	1,492,038	400	3.04MB
pnt	Grek	Pontic	Indo-European	pnt_Grek	973,335	2,040	3.00MB
tet	Latn	Tetum	Austronesian	tet_Latn	1,618,324	3,166	2.91MB
mam	Latn	Mam	Mayan	mam_Latn	1,627,986	1,804	2.89MB
quz	Latn	Cusco Quechua	Quechuan	quz_Latn	1,020,872	1,977	2.88MB
yua	Latn	Yucateco	Mayan	yua_Latn	1,373,672	2,173	2.83MB
koi	Cyrl	Komi-Permyak	Uralic	koi_Cyrl	792,360	2,096	2.79MB
hmr	Latn	Hmar	Sino-Tibetan	hmr_Latn	1,576,141	1,174	2.78MB
gcf	Latn	Guadeloupean Creole French	Creole	gcf_Latn	1,351,576	2,811	2.78MB
ssw	Latn	Swati	Niger-Congo	ssw_Latn	1,007,751	1,668	2.77MB
vol	Latn	Volapük	Artificial Language	vol_Latn	1,362,135	3,861	2.75MB
tzm	Tfng	Central Atlas Tamazight	Afro-Asiatic	tzm_Tfng	801,615	2,376	2.75MB
rmn	Grek	Balkan Romani	Indo-European	rmn_Grek	887,762	486	2.69MB
avk	Latn	Kotava	Artificial Language	avk_Latn	1,224,353	4,076	2.67MB
quy	Latn	Ayacucho Quechua	Quechuan	quy_Latn	859,168	2,739	2.66MB
tzh	Latn	Tzeltal	Mayan	tzh_Latn	1,539,826	1,532	2.65MB
tlh	Latn	Klingon	Artificial Language	tlh_Latn	1,421,195	3,466	2.60MB
sms	Latn	Skolt Sami	Uralic	sms_Latn	754,622	2,268	2.60MB
brx	Deva	Bodo (India)	Sino-Tibetan	brx_Deva	673,793	2,817	2.57MB
gil	Latn	Gilbertese	Austronesian	gil_Latn	1,619,797	2,370	2.55MB
kos	Latn	Kosraean	Austronesian	kos_Latn	1,499,454	2,205	2.47MB
hak	Hani	Hakka Chinese	Sino-Tibetan	hak_Hani	1,863,611	878	2.42MB
mup	Deva	Malvi	Indo-European	mup_Deva	845,202	2,695	2.42MB
luo	Latn	Luo (Kenya and Tanzania)	Nilo-Saharan	luo_Latn	1,149,848	2,210	2.38MB
sgs	Latn	Samogitian	Indo-European	sgs_Latn	803,471	2,249	2.37MB
pon	Latn	Pohnpeian	Austronesian	pon_Latn	1,146,637	2,373	2.36MB
nog	Cyrl	Nogai	Turkic	nog_Cyrl	727,734	1,387	2.36MB
acn	Latn	Achang	Sino-Tibetan	acn_Latn	1,501,144	821	2.36MB
bru	Latn	Eastern Bru	Austro-Asiatic	bru_Latn	1,375,495	920	2.32MB
trv	Latn	Sediq	Austronesian	trv_Latn	970,706	1,572	2.32MB
btx	Latn	Batak Karo	Austronesian	btx_Latn	1,157,765	1,897	2.31MB
kik	Latn	Kikuyu	Niger-Congo	kik_Latn	686,867	7,022	2.30MB
wal	Latn	Wolaytta	Afro-Asiatic	wal_Latn	952,506	1,739	2.27MB
fuv	Latn	Nigerian Fulfulde	Niger-Congo	fuv_Latn	851,049	2,169	2.27MB
xal	Cyrl	Kalmyk	Mongolic	xal_Cyrl	804,164	1,385	2.26MB
sat	Olck	Santali	Austro-Asiatic	sat_Olck	688,213	1,468	2.22MB
taq	Latn	Tamasheq	Afro-Asiatic	taq_Latn	1,186,637	1,729	2.22MB
tiv	Latn	Tiv	Niger-Congo	tiv_Latn	1,433,260	1,667	2.21MB
arn	Latn	Mapudungun	Mapudungu	arn_Latn	926,060	1,522	2.17MB
cmo	Latn	Central Mnong	Austro-Asiatic	cmo_Latn	1,370,492	3,046	2.16MB
amp	Latn	Alamblak	Sepik	amp_Latn	2,401,760	1,165	2.12MB
tog	Latn	Tonga (Nyasa)	Niger-Congo	tog_Latn	954,524	1,576	2.07MB
abs	Latn	Ambonese Malay	Creole	abs_Latn	1,525,774	2,449	2.06MB
tab	Cyrl	Tabassaran	Nakh-Daghestanian	tab_Cyrl	676,393	962	2.03MB
chu	Cyrl	Church Slavic	Indo-European	chu_Cyrl	561,822	1,852	2.03MB
fon	Latn	Fon	Niger-Congo	fon_Latn	1,151,878	1,263	2.01MB
doi	Deva	Dogri (macrolanguage)	Indo-European	doi_Deva	647,921	1,804	1.98MB
pdt	Latn	Plautdietsch	Indo-European	pdt_Latn	884,129	1,772	1.98MB
mah	Latn	Marshallese	Austronesian	mah_Latn	981,100	1,383	1.97MB
ach	Latn	Acoli	Nilo-Saharan	ach_Latn	1,124,828	2,311	1.97MB
rmc	Latn	Carpathian Romani	Indo-European	rmc_Latn	977,801	1,135	1.96MB
iso	Latn	Isoko	Niger-Congo	iso_Latn	1,207,029	1,527	1.94MB
bts	Latn	Batak Simalungun	Austronesian	bts_Latn	961,507	2,004	1.94MB
glv	Latn	Manx	Indo-European	glv_Latn	792,521	2,509	1.93MB
poh	Latn	Poqomchi'	Mayan	poh_Latn	1,343,175	2,084	1.92MB
chk	Latn	Chuukese	Austronesian	chk_Latn	1,027,771	1,186	1.92MB
lub	Latn	Luba-Katanga	Niger-Congo	lub_Latn	882,797	1,569	1.91MB
fuf	Latn	Pular	Niger-Congo	fuf_Latn	896,877	1,645	1.89MB
quc	Latn	K'iche'	Mayan	quc_Latn	1,117,373	2,238	1.89MB
mzn	Arab	Mazanderani	Indo-European	mzn_Arab	672,779	1,975	1.86MB
mal	Latn	Malayalam	Dravidian	mal_Latn	575,684	1,152	1.83MB
asm	Latn	Assamese	Indo-European	asm_Latn	826,274	1,104	1.81MB
dar	Cyrl	Dargwa	Nakh-Daghestanian	dar_Cyrl	534,860	893	1.81MB
lld	Latn	Ladin	Indo-European	lld_Latn	819,546	1,793	1.79MB
cac	Latn	Chuj	Mayan	cac_Latn	1,195,448	1,701	1.78MB
kdr	Latn	Karaim	Turkic	kdr_Latn	663,756	381	1.77MB
guw	Latn	Gun	Niger-Congo	guw_Latn	914,603	1,540	1.76MB
tvl	Latn	Tuvalu	Austronesian	tvl_Latn	1,279,685	1,131	1.72MB
crn	Latn	El Nayar Cora	Uto-Aztecan	crn_Latn	892,143	1,418	1.72MB
abt	Latn	Ambulas	Sepik	abt_Latn	1,011,212	3,289	1.70MB
nzi	Latn	Nzima	Niger-Congo	nzi_Latn	939,099	1,559	1.69MB
nch	Latn	Central Huasteca Nahuatl	Uto-Aztecan	nch_Latn	770,961	918	1.68MB
dyu	Latn	Dyula	Niger-Congo	dyu_Latn	1,041,710	2,209	1.67MB
dtp	Latn	Kadazan Dusun	Austronesian	dtp_Latn	667,832	3,617	1.63MB
smj	Latn	Lule Sami	Uralic	smj_Latn	533,538	1,843	1.61MB
lki	Arab	Laki	Indo-European	lki_Arab	603,049	3,097	1.60MB
aak	Latn	Ankave	Trans-New Guinea	aak_Latn	758,540	1,353	1.60MB
bem	Latn	Bemba (Zambia)	Niger-Congo	bem_Latn	699,328	1,143	1.60MB
hmo	Latn	Hiri Motu	Pidgin	hmo_Latn	1,170,912	1,473	1.59MB
fkv	Latn	Kven Finnish	Uralic	fkv_Latn	563,702	1,158	1.57MB
jac	Latn	Popti'	Mayan	jac_Latn	938,031	872	1.57MB
snd	Latn	Sindhi	Indo-European	snd_Latn	626,591	2,499	1.54MB
dhv	Latn	Dehu	Austronesian	dhv_Latn	870,834	1,821	1.54MB
swg	Latn	Swabian	Indo-European	swg_Latn	989,722	312	1.54MB
amu	Latn	Guerrero Amuzgo	Otomanguean	amu_Latn	754,479	1,075	1.51MB
jbo	Latn	Lojban	Artificial Language	jbo_Latn	876,269	1,190	1.49MB
hus	Latn	Huastec	Mayan	hus_Latn	805,567	1,928	1.48MB
aii	Syrc	Assyrian Neo-Aramaic	Afro-Asiatic	aii_Syrc	433,981	420	1.46MB
ify	Latn	Keley-I Kallahan	Austronesian	ify_Latn	904,627	1,031	1.46MB
kas	Deva	Kashmiri	Indo-European	kas_Deva	510,245	992	1.46MB
krj	Latn	Kinaray-A	Austronesian	krj_Latn	789,748	895	1.45MB
aoj	Latn	Mufian	Torricelli	aoj_Latn	829,798	927	1.44MB
ium	Latn	Iu Mien	Hmong-Mien	ium_Latn	1,020,808	904	1.44MB
cha	Latn	Chamorro	Austronesian	cha_Latn	758,567	1,032	1.43MB
min	Latn	Minangkabau	Austronesian	min_Latn	804,943	754	1.43MB
nyn	Latn	Nyankole	Niger-Congo	nyn_Latn	531,902	1,483	1.43MB
blk	Mymr	Pa'o Karen	Sino-Tibetan	blk_Mymr	284,807	794	1.42MB
npi	Latn	Nepali (individual language)	Indo-European	npi_Latn	542,083	1,052	1.41MB
rar	Latn	Rarotongan	Austronesian	rar_Latn	953,406	1,549	1.41MB
shi	Latn	Tachelhit	Afro-Asiatic	shi_Latn	1,961,276	705	1.41MB
sgc	Latn	Kipsigis	Nilo-Saharan	sgc_Latn	617,892	2,140	1.41MB
kmb	Latn	Kimbundu	Niger-Congo	kmb_Latn	862,635	1,132	1.41MB
ffm	Latn	Maasina Fulfulde	Niger-Congo	ffm_Latn	628,320	810	1.40MB
mag	Deva	Magahi	Indo-European	mag_Deva	414,762	818	1.39MB
yap	Latn	Yapese	Austronesian	yap_Latn	899,166	1,197	1.37MB
toi	Latn	Tonga (Zambia)	Niger-Congo	toi_Latn	541,163	1,036	1.37MB
ile	Latn	Interlingue	Artificial Language	ile_Latn	720,481	1,963	1.36MB
naq	Latn	Khoekhoe	Khoe-Kwadi	naq_Latn	900,026	1,842	1.35MB
mar	Latn	Marathi	Indo-European	mar_Latn	579,013	976	1.35MB
ami	Latn	Amis	Austronesian	ami_Latn	635,614	1,110	1.34MB
kek	Latn	Kekchí	Mayan	kek_Latn	766,778	1,072	1.32MB
ewo	Latn	Ewondo	Niger-Congo	ewo_Latn	727,627	2,340	1.32MB
ubu	Latn	Umbu-Ungu	Trans-New Guinea	ubu_Latn	870,902	564	1.32MB
mps	Latn	Dadibi	Trans-New Guinea	mps_Latn	1,008,652	681	1.31MB
her	Latn	Herero	Niger-Congo	her_Latn	540,849	1,141	1.30MB
nbl	Latn	South Ndebele	Niger-Congo	nbl_Latn	386,566	1,260	1.26MB
gur	Latn	Farefare	Niger-Congo	gur_Latn	763,219	1,683	1.26MB
acr	Latn	Achi	Mayan	acr_Latn	887,249	2,389	1.25MB
tbz	Latn	Ditammari	Niger-Congo	tbz_Latn	577,457	961	1.25MB
yrk	Cyrl	Nenets	Uralic	yrk_Cyrl	464,282	500	1.24MB
tzj	Latn	Tz'utujil	Mayan	tzj_Latn	746,904	1,284	1.24MB
mad	Latn	Madurese	Austronesian	mad_Latn	605,721	726	1.23MB
swc	Latn	Congo Swahili	Niger-Congo	swc_Latn	419,888	2,161	1.22MB
hak	Latn	Hakka Chinese	Sino-Tibetan	hak_Latn	671,886	2,332	1.22MB
bba	Latn	Baatonum	Niger-Congo	bba_Latn	715,795	1,632	1.22MB
stq	Latn	Saterfriesisch	Indo-European	stq_Latn	493,054	1,472	1.21MB
dwr	Latn	Dawro	Afro-Asiatic	dwr_Latn	491,760	265	1.21MB
kwn	Latn	Kwangali	Niger-Congo	kwn_Latn	495,921	1,110	1.21MB
lrc	Arab	Northern Luri	Indo-European	lrc_Arab	452,655	2,440	1.21MB
kjh	Cyrl	Khakas	Turkic	kjh_Cyrl	367,813	504	1.20MB
wes	Latn	Cameroon Pidgin	Creole	wes_Latn	561,729	2,480	1.18MB
hnj	Latn	Hmong Njua	Hmong-Mien	hnj_Latn	787,835	849	1.17MB
qve	Latn	Eastern Apurímac Quechua	Quechuan	qve_Latn	429,026	724	1.15MB
xav	Latn	Xavánte	Jean	xav_Latn	596,100	1,054	1.14MB
gym	Latn	Ngäbere	Chibchan	gym_Latn	665,464	1,174	1.13MB
nhe	Latn	Eastern Huasteca Nahuatl	Uto-Aztecan	nhe_Latn	502,635	1,043	1.12MB
nah	Latn	Nahuatl languages	Uto-Aztecan	nah_Latn	423,862	1,869	1.11MB
kmg	Latn	Kâte	Trans-New Guinea	kmg_Latn	630,968	698	1.10MB
rmy	Cyrl	Vlax Romani	Indo-European	rmy_Cyrl	393,632	569	1.09MB
pau	Latn	Palauan	Austronesian	pau_Latn	703,850	486	1.07MB
meu	Latn	Motu	Austronesian	meu_Latn	740,782	818	1.07MB
abq	Cyrl	Abaza	Abkhaz-Adyghe	abq_Cyrl	299,863	565	1.06MB
bqc	Latn	Boko (Benin)	Niger-Congo	bqc_Latn	488,034	940	1.06MB
dik	Latn	Southwestern Dinka	Nilo-Saharan	dik_Latn	521,801	969	1.06MB
zai	Latn	Isthmus Zapotec	Otomanguean	zai_Latn	548,816	1,007	1.05MB
cuk	Latn	San Blas Kuna	Chibchan	cuk_Latn	603,347	651	1.04MB
jra	Latn	Jarai	Austronesian	jra_Latn	676,393	599	1.04MB
mjw	Latn	Karbi	Sino-Tibetan	mjw_Latn	443,871	1,648	1.02MB
atj	Latn	Atikamekw	Algic	atj_Latn	446,548	1,130	1.01MB
nhw	Latn	Western Huasteca Nahuatl	Uto-Aztecan	nhw_Latn	469,450	704	1.01MB
gum	Latn	Guambiano	Paezan	gum_Latn	474,532	838	1019.88KB
maa	Latn	San Jerónimo Tecóatl Mazatec	Otomanguean	maa_Latn	492,436	694	1011.42KB
cnk	Latn	Khumi Chin	Sino-Tibetan	cnk_Latn	610,209	705	1003.73KB
nyu	Latn	Nyungwe	Niger-Congo	nyu_Latn	449,626	955	1002.75KB
rad	Latn	Rade	Austronesian	rad_Latn	668,835	764	996.92KB
thl	Deva	Dangaura Tharu	Indo-European	thl_Deva	293,666	242	996.30KB
sid	Latn	Sidamo	Afro-Asiatic	sid_Latn	345,299	1,174	986.72KB
nqo	Nkoo	N'Ko	Mixed language	nqo_Nkoo	366,093	423	983.95KB
aaz	Latn	Amarasi	Austronesian	aaz_Latn	590,775	2,097	978.29KB
ape	Latn	Bukiyip	Torricelli	ape_Latn	535,042	1,437	970.49KB
bci	Latn	Baoulé	Niger-Congo	bci_Latn	643,310	881	966.83KB
top	Latn	Papantla Totonac	Totonacan	top_Latn	374,175	702	965.55KB
njo	Latn	Ao Naga	Sino-Tibetan	njo_Latn	437,826	435	963.79KB
kam	Latn	Kamba (Kenya)	Niger-Congo	kam_Latn	405,946	1,218	961.03KB
mbt	Latn	Matigsalug Manobo	Austronesian	mbt_Latn	644,327	784	960.98KB
jvn	Latn	Caribbean Javanese	Austronesian	jvn_Latn	530,710	400	956.77KB
lua	Latn	Luba-Lulua	Niger-Congo	lua_Latn	452,075	749	955.95KB
agx	Cyrl	Aghul	Nakh-Daghestanian	agx_Cyrl	300,985	712	953.02KB
ikt	Latn	Inuinnaqtun	Eskimo-Aleut	ikt_Latn	249,091	471	939.64KB
acd	Latn	Gikyode	Niger-Congo	acd_Latn	584,738	2,182	925.90KB
cab	Latn	Garifuna	Maipurean	cab_Latn	379,094	784	923.82KB
snd	Deva	Sindhi	Indo-European	snd_Deva	326,242	398	904.38KB
acf	Latn	Saint Lucian Creole French	Creole	acf_Latn	539,603	1,135	893.02KB
nia	Latn	Nias	Austronesian	nia_Latn	466,754	688	891.27KB
seh	Latn	Sena	Niger-Congo	seh_Latn	410,200	660	890.37KB
kbp	Latn	Kabiyè	Niger-Congo	kbp_Latn	363,382	1,231	880.80KB
hns	Latn	Caribbean Hindustani	Indo-European	hns_Latn	384,108	1,032	874.87KB
mdy	Ethi	Male (Ethiopia)	Afro-Asiatic	mdy_Ethi	298,266	509	872.68KB
knv	Latn	Tabo	South-Central Papuan	knv_Latn	467,125	370	870.63KB
gnn	Latn	Gumatj	Australian	gnn_Latn	385,247	348	860.95KB
aau	Latn	Abau	Sepik	aau_Latn	645,981	1,689	857.31KB
agg	Latn	Angor	Senagi	agg_Latn	450,965	732	857.29KB
alz	Latn	Alur	Nilo-Saharan	alz_Latn	478,559	1,376	852.87KB
agu	Latn	Aguacateco	Mayan	agu_Latn	579,100	1,068	848.46KB
byr	Latn	Baruya	Trans-New Guinea	byr_Latn	388,180	378	843.74KB
mbb	Latn	Western Bukidnon Manobo	Austronesian	mbb_Latn	496,650	1,038	826.51KB
fuh	Latn	Western Niger Fulfulde	Niger-Congo	fuh_Latn	355,969	524	826.39KB
avu	Latn	Avokaya	Nilo-Saharan	avu_Latn	565,757	350	825.77KB
vmw	Latn	Makhuwa	Niger-Congo	vmw_Latn	353,250	672	825.51KB
ptu	Latn	Bambam	Austronesian	ptu_Latn	494,937	585	825.01KB
msy	Latn	Aruamu	Ramu-Lower Sepik	msy_Latn	490,464	512	824.50KB
esk	Latn	Northwest Alaska Inupiatun	Eskimo-Aleut	esk_Latn	253,764	235	819.45KB
bhl	Latn	Bimin	Trans-New Guinea	bhl_Latn	647,338	414	817.39KB
kas	Arab	Kashmiri	Indo-European	kas_Arab	307,600	442	817.35KB
med	Latn	Melpa	Trans-New Guinea	med_Latn	617,229	830	813.60KB
pjt	Latn	Pitjantjatjara	Australian	pjt_Latn	378,394	443	804.63KB
sus	Arab	Susu	Niger-Congo	sus_Arab	409,220	532	800.46KB
bvz	Latn	Bauzi	East Geelvink Bay	bvz_Latn	582,211	474	798.66KB
qwh	Latn	Huaylas Ancash Quechua	Quechuan	qwh_Latn	277,281	621	797.76KB
mni	Latn	Manipuri	Sino-Tibetan	mni_Latn	296,463	314	796.34KB
cgc	Latn	Kagayanen	Austronesian	cgc_Latn	306,542	413	793.17KB
kpg	Latn	Kapingamarangi	Austronesian	kpg_Latn	575,948	550	784.91KB
nas	Latn	Naasioi	South Bougainville	nas_Latn	407,888	495	783.71KB
ngu	Latn	Guerrero Nahuatl	Uto-Aztecan	ngu_Latn	335,381	538	774.44KB
sop	Latn	Songe	Niger-Congo	sop_Latn	365,040	574	773.64KB
ndc	Latn	Ndau	Niger-Congo	ndc_Latn	320,019	655	770.88KB
dig	Latn	Digo	Niger-Congo	dig_Latn	361,636	483	767.90KB
rwo	Latn	Rawa	Trans-New Guinea	rwo_Latn	509,375	344	764.91KB
zyp	Latn	Zyphe Chin	Sino-Tibetan	zyp_Latn	412,013	525	757.98KB
tlf	Latn	Telefol	Trans-New Guinea	tlf_Latn	571,601	1,337	756.28KB
sua	Latn	Sulka	Language isolate	sua_Latn	633,402	364	745.30KB
mpx	Latn	Misima-Panaeati	Austronesian	mpx_Latn	483,275	601	744.42KB
kwy	Latn	San Salvador Kongo	Niger-Congo	kwy_Latn	370,916	692	743.93KB
rug	Latn	Roviana	Austronesian	rug_Latn	479,644	495	743.87KB
aom	Latn	Ömie	Trans-New Guinea	aom_Latn	359,584	883	738.70KB
ote	Latn	Mezquital Otomi	Otomanguean	ote_Latn	396,868	747	733.06KB
xla	Latn	Kamula	Trans-New Guinea	xla_Latn	529,613	459	728.89KB
zpu	Latn	Yalálag Zapotec	Otomanguean	zpu_Latn	463,861	550	726.83KB
cbu	Latn	Candoshi-Shapra	Language isolate	cbu_Latn	313,027	377	714.74KB
dak	Latn	Dakota	Siouan-Catawban	dak_Latn	450,601	117	713.71KB
ada	Latn	Adangme	Niger-Congo	ada_Latn	525,399	576	712.44KB
mfq	Latn	Moba	Niger-Congo	mfq_Latn	422,526	716	711.43KB
dob	Latn	Dobu	Austronesian	dob_Latn	466,762	447	710.18KB
khs	Latn	Kasua	Trans-New Guinea	khs_Latn	457,334	1,226	710.03KB
cok	Latn	Santa Teresa Cora	Uto-Aztecan	cok_Latn	332,801	918	707.99KB
pwn	Latn	Paiwan	Austronesian	pwn_Latn	221,914	439	707.30KB
kmh	Latn	Kalam	Trans-New Guinea	kmh_Latn	522,713	421	705.50KB
qxh	Latn	Panao Huánuco Quechua	Quechuan	qxh_Latn	302,161	480	705.15KB
sus	Latn	Susu	Niger-Congo	sus_Latn	516,896	570	704.95KB
gul	Latn	Sea Island Creole English	Creole	gul_Latn	459,410	363	704.06KB
bku	Latn	Buhid	Austronesian	bku_Latn	803,518	385	702.84KB
cbc	Latn	Carapana	Tucanoan	cbc_Latn	337,442	312	702.54KB
zpa	Latn	Lachiguiri Zapotec	Otomanguean	zpa_Latn	308,624	1,088	701.32KB
tay	Latn	Atayal	Austronesian	tay_Latn	268,961	587	699.21KB
ncj	Latn	Northern Puebla Nahuatl	Uto-Aztecan	ncj_Latn	280,176	724	695.20KB
gfk	Latn	Patpatar	Austronesian	gfk_Latn	513,974	446	695.12KB
mrw	Latn	Maranao	Austronesian	mrw_Latn	388,244	163	694.45KB
hto	Latn	Minica Huitoto	Witotoan	hto_Latn	300,064	483	692.82KB
bmr	Latn	Muinane	Witotoan	bmr_Latn	240,420	460	692.56KB
chz	Latn	Ozumacín Chinantec	Otomanguean	chz_Latn	322,226	479	691.57KB
bum	Latn	Bulu (Cameroon)	Niger-Congo	bum_Latn	425,034	740	688.97KB
teo	Latn	Teso	Nilo-Saharan	teo_Latn	285,176	611	687.19KB
qub	Latn	Huallaga Huánuco Quechua	Quechuan	qub_Latn	243,431	458	684.18KB
mux	Latn	Bo-Ung	Trans-New Guinea	mux_Latn	503,460	251	682.64KB
mak	Latn	Makasar	Austronesian	mak_Latn	272,401	393	681.87KB
quh	Latn	South Bolivian Quechua	Quechuan	quh_Latn	264,950	251	678.46KB
nak	Latn	Nakanai	Austronesian	nak_Latn	463,959	1,672	673.39KB
grt	Beng	Garo	Sino-Tibetan	grt_Beng	186,984	339	668.76KB
hui	Latn	Huli	Trans-New Guinea	hui_Latn	363,805	330	667.98KB
des	Latn	Desano	Tucanoan	des_Latn	331,249	649	666.65KB
boj	Latn	Anjam	Trans-New Guinea	boj_Latn	455,298	369	663.31KB
cco	Latn	Comaltepec Chinantec	Otomanguean	cco_Latn	346,127	249	663.01KB
kan	Latn	Kannada	Dravidian	kan_Latn	196,243	540	662.49KB
vap	Latn	Vaiphei	Sino-Tibetan	vap_Latn	343,558	660	661.95KB
kyq	Latn	Kenga	Nilo-Saharan	kyq_Latn	400,257	550	661.60KB
tos	Latn	Highland Totonac	Totonacan	tos_Latn	262,966	267	659.41KB
bsn	Latn	Barasana-Eduria	Tucanoan	bsn_Latn	356,255	922	656.78KB
yby	Latn	Yaweyuha	Trans-New Guinea	yby_Latn	358,094	748	652.34KB
xsm	Latn	Kasem	Niger-Congo	xsm_Latn	457,124	661	645.68KB
aeu	Latn	Akeu	Sino-Tibetan	aeu_Latn	523,881	1,880	642.85KB
maq	Latn	Chiquihuitlán Mazatec	Otomanguean	maq_Latn	384,484	1,271	642.16KB
hla	Latn	Halia	Austronesian	hla_Latn	419,941	1,796	638.61KB
ata	Latn	Pele-Ata	Yele-West New Britain	ata_Latn	409,958	543	637.03KB
mer	Latn	Meru	Niger-Congo	mer_Latn	199,521	1,879	633.84KB
quf	Latn	Lambayeque Quechua	Quechuan	quf_Latn	268,916	379	632.45KB
ded	Latn	Dedua	Trans-New Guinea	ded_Latn	418,993	473	630.68KB
cav	Latn	Cavineña	Tacanan	cav_Latn	315,553	1,144	630.52KB
koo	Latn	Konzo	Niger-Congo	koo_Latn	243,959	517	627.35KB
zpz	Latn	Texmelucan Zapotec	Otomanguean	zpz_Latn	479,889	434	624.68KB
bnp	Latn	Bola	Austronesian	bnp_Latn	515,613	469	622.89KB
guc	Latn	Wayuu	Maipurean	guc_Latn	246,270	404	622.12KB
guj	Latn	Gujarati	Indo-European	guj_Latn	242,168	259	622.11KB
bvr	Latn	Burarra	Australian	bvr_Latn	505,611	1,256	620.83KB
mgr	Latn	Mambwe-Lungu	Niger-Congo	mgr_Latn	266,944	568	620.60KB
tuc	Latn	Mutu	Austronesian	tuc_Latn	397,171	780	616.24KB
zyb	Latn	Yongbei Zhuang	Kra-Dai	zyb_Latn	212,671	458	615.17KB
cbs	Latn	Cashinahua	Panoan	cbs_Latn	284,336	793	614.33KB
tuo	Latn	Tucano	Tucanoan	tuo_Latn	316,174	327	613.64KB
sja	Latn	Epena	Chocoan	sja_Latn	304,316	473	613.45KB
otq	Latn	Querétaro Otomi	Otomanguean	otq_Latn	345,377	751	612.81KB
tpz	Latn	Tinputz	Austronesian	tpz_Latn	459,352	1,168	608.52KB
tbg	Latn	North Tairora	Trans-New Guinea	tbg_Latn	347,408	336	608.39KB
niu	Latn	Niuean	Austronesian	niu_Latn	422,662	739	607.58KB
dyi	Latn	Djimini Senoufo	Niger-Congo	dyi_Latn	419,174	358	604.37KB
ksd	Latn	Kuanua	Austronesian	ksd_Latn	510,178	441	603.34KB
klv	Latn	Maskelynes	Austronesian	klv_Latn	360,484	594	602.57KB
kmr	Cyrl	Northern Kurdish	Indo-European	kmr_Cyrl	195,623	639	601.84KB
bjv	Latn	Bedjond	Nilo-Saharan	bjv_Latn	398,660	1,316	601.44KB
miq	Latn	Mískito	Misumalpan	miq_Latn	340,554	366	599.85KB
yal	Latn	Yalunka	Niger-Congo	yal_Latn	374,064	461	597.08KB
yss	Latn	Yessan-Mayo	Sepik	yss_Latn	473,582	389	594.71KB
skg	Latn	Sakalava Malagasy	Austronesian	skg_Latn	290,979	724	594.00KB
bmh	Latn	Kein	Trans-New Guinea	bmh_Latn	438,286	361	592.73KB
adj	Latn	Adioukrou	Niger-Congo	adj_Latn	356,683	716	592.45KB
lex	Latn	Luang	Austronesian	lex_Latn	349,224	318	591.05KB
dad	Latn	Marik	Austronesian	dad_Latn	460,330	422	591.03KB
lgg	Latn	Lugbara	Nilo-Saharan	lgg_Latn	367,045	402	590.65KB
